FlowId,Type,Size,StartTime,EndTime,FCT,RxBytes,FinReceived
1,Background,102400,0.322612,0.532870725,0.21025872499999998,10838,True
2,Background,1048576,0.322724,0.648621152,0.325897152,1087892,True
2,Background,102400,0.323385,0.488454432,0.16506943200000002,106400,True
3,Background,1048576,0.323735,0.505674558,0.18193955800000006,1244,True
1,Background,1048576,0.32484,0.652381718,0.327541718,1087892,True
3,Background,1024,0.32539,0.401748192,0.07635819199999999,1244,True
3,Background,1024,0.325724,0.651687984,0.32596398400000004,1244,True
2,Background,10240,0.325901,0.586466012,0.26056501200000004,106400,True
2,Background,102400,0.325928,0.491265511,0.165337511,106400,True
2,Background,10240,0.326693,0.570414876,0.24372187599999995,106400,True
6,Background,10240,0.327979,0.514883974,0.18690497399999995,106400,True
5,Background,102400,0.329309,0.43394592,0.10463691999999997,106400,True
6,Background,10485760,0.330146,0.4749388,0.1447928,1087892,True
3,Background,102400,0.331438,0.586466012,0.255028012,106400,True
1,Background,10240,0.332041,0.66424154,0.33220054000000004,10838,True
1,Background,10485760,0.33296,0.406809757,0.07384975700000002,1087892,True
4,Background,1048576,0.333318,0.505674558,0.17235655800000005,1244,True
6,Background,1048576,0.333734,0.335699145,0.0019651450000000015,10838,True
4,Background,1048576,0.333754,0.610781467,0.277027467,1244,True
2,Background,1024,0.334331,0.652381718,0.318050718,1087892,True
5,Background,102400,0.335534,0.610781467,0.275247467,1244,True
2,Background,1024,0.336852,0.629531262,0.292679262,106400,True
2,Background,104857600,0.337494,0.464829855,0.127335855,106400,True
3,Background,10485760,0.33841,0.724879739,0.38646973900000003,10876994,True
5,Background,10240,0.338876,0.475179168,0.13630316799999997,1244,True
4,Background,1024,0.338906,0.419529632,0.080623632,106400,True
2,Background,102400,0.339142,0.678834254,0.33969225399999997,106400,True
4,Background,1024,0.340473,0.401748192,0.06127519199999998,1244,True
2,Background,104857600,0.341405,0.363805785,0.02240078499999998,10838,True
2,Background,1048576,0.341595,0.448738688,0.10714368800000001,106400,True
